Product,EOL Announced,End of Support
"SRX5400-APPSEC-1, SRX5400-APPSEC-3, SRX5400-APPSEC-5, SRX5600-APPSEC-A-1, SRX5600-APPSEC-A-3, SRX5600-APPSEC-A-5, SRX5800-APPSEC-A-1, SRX5800-APPSEC-A-3, SRX5800-APPSEC-A-5, SRX1500-ATP-BUN-1, SRX1500-ATP-BUN-3, SRX1500-ATP-BUN-5, SRX340-ATP-BUN-1, SRX340-ATP-BUN-3, SRX340-ATP-BUN-5, SRX345-ATP-BUN-1, SRX345-ATP-BUN-3, SRX345-ATP-BUN-5, SRX4100-ATP-BUN-1, SRX4100-ATP-BUN-3, SRX4100-ATP-BUN-5, SRX4200-ATP-BUN-1, SRX4200-ATP-BUN-3, SRX4200-ATP-BUN-5, SRX4600-ATP-BUN-1, SRX4600-ATP-BUN-3, SRX4600-ATP-BUN-5, SRX5400-ATP-BUN-1, SRX5400-ATP-BUN-3, SRX5400-ATP-BUN-5, SRX5600-ATP-BUN-1, SRX5600-ATP-BUN-3, SRX5600-ATP-BUN-5, SRX5800-ATP-BUN-1, SRX5800-ATP-BUN-3, SRX5800-ATP-BUN-5, SRX1500-A-BUN-1, SRX1500-A-BUN-3, SRX1500-A-BUN-5, SRX1500-CS-BUN-1, SRX1500-CS-BUN-3, SRX1500-CS-BUN-5, SRX300-CS-BUN-1, SRX300-CS-BUN-3, SRX300-CS-BUN-5, SRX320-CS-BUN-1, SRX320-CS-BUN-3, SRX320-CS-BUN-5, SRX340-CS-BUN-1, SRX340-CS-BUN-3, SRX340-CS-BUN-5, SRX345-CS-BUN-1, SRX345-CS-BUN-3, SRX345-CS-BUN-5, SRX4100-A-BUN-1, SRX4100-A-BUN-3, SRX4100-A-BUN-5, SRX4100-CS-BUN-1, SRX4100-CS-BUN-3, SRX4100-CS-BUN-5, SRX4200-A-BUN-1, SRX4200-A-BUN-3, SRX4200-A-BUN-5, SRX4200-CS-BUN-1, SRX4200-CS-BUN-3, SRX4200-CS-BUN-5, SRX4600-A-BUN-1, SRX4600-A-BUN-3, SRX4600-A-BUN-5, SRX4600-CS-BUN-1, SRX4600-CS-BUN-3, SRX4600-CS-BUN-5, SRX5400-CS-BUN-1, SRX5400-CS-BUN-3, SRX5400-CS-BUN-5, SRX5600-CS-BUN-1, SRX5600-CS-BUN-3, SRX5600-CS-BUN-5, SRX5800-CS-BUN-1, SRX5800-CS-BUN-3, SRX5800-CS-BUN-5",07/15/2021,N/A
SRX4200-RMK2,06/15/2021,06/15/2021
CBA850LP3-EU,05/30/2018,06/21/2021
"JX-CBL-V35-DCE, SRX-MP-1SERIAL-R",01/15/2021,01/15/2026
CBA750B,09/30/2016,12/31/2020
"SRX110-DESK-STAND, SRX210-DESK-STAND, SRX240-RMK, SRX-SFP-FE-FX, SRX110H2-VB, CBA750B-LP3-EU, CX-MODEM-COVER, MC400LP3-EU-ARC",09/30/2016,03/31/2022
"SRX-RAC-5-LTU, SRX-RAC-10-LTU, SRX-RAC-25-LTU, SRX-RAC-50-LTU, SRX-RAC-100-LTU, SRX-RAC-150-LTU, SRX-RAC-250-LTU, SRX-RAC-500-LTU",11/30/2020,06/30/2024
"VSRX-100M-SCC-1, VSRX-10G-SCC-1, VSRX-10M-SCC-1, VSRX-1G-SCC-1, VSRX-20G-SCC-1, VSRX-2G-SCC-1, VSRX-300M-SCC-1, VSRX-4G-SCC-1, VSRX-500M-SCC-1, VSRX-50M-SCC-1",05/07/2020,11/07/2021
"VSRX-100M-SCC-3, VSRX-10G-SCC-3, VSRX-10M-SCC-3, VSRX-1G-SCC-3, VSRX-20G-SCC-3, VSRX-2G-SCC-3, VSRX-300M-SCC-3, VSRX-4G-SCC-3, VSRX-500M-SCC-3, VSRX-50M-SCC-3",05/07/2020,11/07/2023
"VSRX-100M-SCC, VSRX-10G-SCC, VSRX-10M-SCC, VSRX-1G-SCC, VSRX-1G-SCC-B, VSRX-20G-SCC, VSRX-2G-SCC, VSRX-300M-SCC, VSRX-4G-SCC, VSRX-500M-SCC, VSRX-50M-SCC",05/07/2020,TBA
"SRX5600BASE-AC, SRX5600BASE-DC, SRX5800BASE-AC, SRX5800BASE-DC",06/01/2014,12/31/2022
"SRX3600-AC-BB-TAA, SRX3600-AC-FRU-TAA",06/01/2014,12/01/2022
"SRX5800-HC-AC-BB-TAA, SRX5800-HC-AC-FRU-TAA",06/01/2014,05/01/2021
"SRX3400BASE-DC, SRX3600BASE-DC, SRX3K-PWR-DC, SRX5600-FAN, SRX5600-PWR-AC, SRX5600-PWR-AC-A, SRX5600-PWR-DC, SRX5600-PWR-DC-A, SRX5800-BP-A, SRX5800-FAN, SRX5800-FLTR, SRX5800-PWR-AC, SRX5800-PWR-AC-A, SRX5800-PWR-DC, SRX5800-PWR-DC-A",06/01/2014,11/30/2019
"SRX5400B2-AC, SRX5400B2-DC, SRX5400BB-AC, SRX5400BB-AC-TAA, SRX5400BB-DC, SRX5400BB-DC-TAA, SRX5600-B1-AC-TAA, SRX5600B-AC-TAA, SRX5600BASE-HC-AC, SRX5600BASE-HC-DC, SRX5600B-FL-AC-TAA, SRX5800-B1-AC-TAA, SRX5800B-AC-TAA, SRX5800BASE-HC-AC, SRX5800BASE-HC-DC, SRX5800B-FL-AC-TAA",11/01/2015,12/31/2021
"SRX5800-BNDL-A-DC, SRX5800-BNDL-B-DC, SRX5800-BNDL-C-DC, SRX5800-BNDL-X-DC",11/01/2015,05/01/2021
"JX-CBL-RS232-DCE, JX-CBL-RS449-DCE, JX-CBL-RS449-DTE, JX-CBL-X21-DCE",05/31/2019,05/31/2019
"SRX110H2-VA, SRX210HE2-TAA, SRX220H2, SRX240H2-TAA, SRX550-645AP, SRX550-645DP, SRX600-SRE6H, SRX650B-SRE6-645AP-TAA, CBA850LPE-VZ, CBA850",05/30/2018,11/30/2024
"SRX110H2-VA, SRX210HE2-TAA, SRX220H2, SRX240H2-TAA, SRX550-645AP, SRX550-645DP, SRX600-SRE6H, SRX650B-SRE6-645AP-TAA, CBA850LPE-VZ, CBA850, SRX-MP-1SFP-GE, SRX110-RMK, SRX110-WALL-KIT, SRX210-PWR-60W-US, SRX210-PWR2-150W-US, SRX210-RMK, SRX210-WALL-KIT, SRX210HE2-POE-TAA, SRX210HE2-TAA, SRX220-PWR-200W-US, SRX220-PWR-60W-US, SRX220-RMK, SRX220-WALL-KIT, SRX220H2-POE, SRX240-FILT-01, SRX240H2-DC-TAA, SRX240H2-POE-TAA, SRX550-645AP-TAA, SRX550-645DP-TAA, SRX550-CHAS, SRX600-2GBDRAM-D, SRX650-CHAS, SRX650-FAN-01, SRX650-FILT-01,",05/30/2018,11/30/2024
SRX-XFP-10GE-LR-ET,06/01/2017,12/01/2022
SRX-XFP-10GE-SR-ET,06/01/2017,12/01/2023
"SPOT-CC-1400-1Y-R, SPOT-CC-1400-3Y-R, SPOT-CC-1400-5Y, SPOT-CC-1400-5Y-R, SPOT-CC-3400-1Y-R, SPOT-CC-3400-3Y-R, SPOT-CC-3400-5Y, SPOT-CC-3400-5Y-R, SPOT-CC-3600-1Y-R, SPOT-CC-3600-3Y-R, SPOT-CC-3600-5Y, SPOT-CC-3600-5Y-R, SRX-XFP-10GE-ER-ET, SRX1400-APPSEC-A-1-R, SRX1400-APPSEC-A-3-R, SRX1400-APPSEC-A-5, SRX1400-APPSEC-A-5-R, SRX1400-CS-BUN-1-R, SRX1400-CS-BUN-3-R, SRX1400-CS-BUN-5, SRX1400-CS-BUN-5-R, SRX1400-FAN-BLANK, SRX1400-IDP-3-R, SRX1400-IDP-5, SRX1400-IDP-5-R, SRX1400-IDP-R, SRX1400-PKG, SRX1400-S-AS-1-R, SRX1400-S-AS-3-R, SRX1400-S-AS-5, SRX1400-S-AS-5-R, SRX1400-S-AV-1-R, SRX1400-S-AV-3-R, SRX1400-S-AV-5, SRX1400-S-AV-5-R, SRX1400-W-EWF-1-R, SRX1400-W-EWF-3-R, SRX1400-W-EWF-5, SRX1400-W-EWF-5-R, SRX1K-PWR-BLANK, SRX1K3K-2CFM-TRAY, SRX1K3K-BLANK, SRX3400-ADEF, SRX3400-APPSEC-A-1-R, SRX3400-APPSEC-A-3-R, SRX3400-APPSEC-A-5, SRX3400-APPSEC-A-5-R,SRX3400-CS-BUN-1-R, SRX3400-CS-BUN-3-R, SRX3400-CS-BUN-5, SRX3400-CS-BUN-5-R, SRX3400-FAN-BLANK, SRX3400-PKG, SRX3400-S-AS-1-R, SRX3400-S-AS-3-R, SRX3400-S-AS-5, SRX3400-S-AS-5-R, SRX3400-S-AV-1-R, SRX3400-S-AV-3-R, SRX3400-S-AV-5, SRX3400-S-AV-5-R, SRX3400-W-EWF-1-R, SRX3400-W-EWF-3-R, SRX3400-W-EWF-5, SRX3400-W-EWF-5-R, SRX3600-APPSEC-A-1-R, SRX3600-APPSEC-A-3-R, SRX3600-APPSEC-A-5, SRX3600-APPSEC-A-5-R, SRX3600-CS-BUN-1-R, SRX3600-CS-BUN-3-R, SRX3600-CS-BUN-5, SRX3600-CS-BUN-5-R, SRX3600-FAN-BLANK, SRX3600-PKG, SRX3600-S-AS-1-R, SRX3600-S-AS-3-R, SRX3600-S-AS-5, SRX3600-S-AS-5-R, SRX3600-S-AV-1-R, SRX3600-S-AV-3-R, SRX3600-S-AV-5, SRX3600-S-AV-5-R, SRX3600-SFB-BLANK, SRX3600-W-EWF-1-R, SRX3600-W-EWF-3-R, SRX3600-W-EWF-5, SRX3600-W-EWF-5-R, SRX3K-BLANK, SRX3K-IDP-3-R, SRX3K-IDP-5, SRX3K-IDP-5-R, SRX3K-IDP-R, SRX3K-PWR-BLANK, SRX3K-RE-BLANK, SRX3k-CRM, SRX5600-PKG, SRX5800-PKG",06/01/2017,12/01/2022
"SRX-XFP-10GE-ER, SRX-XFP-10GE-LR, SRX-XFP-10GE-SR, SRX1400-CHAS, SRX1400-FAN, SRX1400BASE-GE-AC, SRX1400BASE-GE-DC, SRX1400BASE-XGE-AC, SRX1400BASE-XGE-DC, SRX1K-NPC-SPC-1-10-40, SRX1K-RE-12-10, SRX1K-SYSIO-GE, SRX1K-SYSIO-XGE, SRX1K3K-NP-2XGE-SFPP, SRX3400-CHAS, SRX3400-FAN, SRX3400BASE-AC, SRX3400BASE-DC2, SRX3600-CHAS, SRX3600-FAN, SRX3600-GF1-AC, SRX3600-GF1-DC, SRX3600BASE-AC, SRX3600BASE-DC2, SRX3K-16GE-SFP, SRX3K-16GE-TX, SRX3K-2CFM-TRAY, SRX3K-2XGE-XFP, SRX3K-CRM, SRX3K-NPC, SRX3K-PWR-AC, SRX3K-PWR-DC2, SRX3K-RE-12-10, SRX3K-SFB-12GE, SRX3K-SPC-1-10-40",06/01/2017,12/01/2023
"SRX1K-PWR-AC, SRX1K-PWR-DC",06/01/2017,12/01/2023
"SPOT-CC-1400-3Y, SPOT-CC-3400-3Y, SPOT-CC-3600-3Y, SRX1400-APPSEC-A-3, SRX1400-CS-BUN-3, SRX1400-IDP-3, SRX1400-S-AS-3, SRX1400-S-AV-3, SRX1400-W-EWF-3, SRX3400-APPSEC-A-3, SRX3400-CS-BUN-3, SRX3400-S-AS-3, SRX3400-S-AV-3, SRX3400-W-EWF-3, SRX3600-APPSEC-A-3, SRX3600-CS-BUN-3, SRX3600-S-AS-3, SRX3600-S-AV-3, SRX3600-W-EWF-3, SRX3K-IDP-3",06/01/2017,12/01/2022
"SPOT-LOCAL-1400, SPOT-LOCAL-3400, SPOT-LOCAL-3600, SRX1400-FLTR, SRX1400-S-AS-1, SRX1400-S-AV-1, SRX1K-SVCS-OFFLOAD-RTU, SRX3400-FLTR, SRX3400-RMK, SRX3400-S-AS-1, SRX3400-S-AV-1, SRX3600-FLTR, SRX3600-RMK, SRX3600-S-AS-1, SRX3600-S-AV-1, SRX3K-EXTREME-LTU, SRX3K-SVCS-OFFLOAD-RTU",06/01/2017,12/01/2022
"SPOT-CC-1400-1Y, SPOT-CC-3400-1Y, SPOT-CC-3600-1Y, SRX1400-APPSEC-A-1, SRX1400-CS-BUN-1, SRX1400-IDP, SRX1400-W-EWF-1, SRX3400-APPSEC-A-1, SRX3400-CS-BUN-1, SRX3400-W-EWF-1, SRX3600-APPSEC-A-1, SRX3600-CS-BUN-1, SRX3600-W-EWF-1, SRX3K-IDP, SRX3K-IDP, SRX-1400-LSYS-1, SRX-1400-LSYS-25, SRX-1400-LSYS-5, SRX-3400-LSYS-1, SRX-3400-LSYS-25, SRX-3400-LSYS-5, SRX-3600-LSYS-1, SRX-3600-LSYS-25, SRX-3600-LSYS-5",06/01/2017,12/01/2023
SRX110H2-VB,10/01/2016,03/31/2022
"SRX5K-40GE-SFP, SRX5K-4XGE-XFP, SRX5K-FPC-IOC, SRX5K-SPC-2-10-40, SRX5400B2-AC, SRX5400B2-DC, SRX5400BB-AC, SRX5400BB-AC-TAA, SRX5400BB-DC, SRX5400BB-DC-TAA, SRX5600-B1-AC-TAA, SRX5600B-AC-TAA, SRX5600BASE-HC-AC, SRX5600BASE-HC-DC, SRX5600B-FL-AC-TAA, SRX5800-B1-AC-TAA, SRX5800B-AC-TAA, SRX5800BASE-HC-AC, SRX5800BASE-HC-DC, SRX5800B-FL-AC-TAA, SRX-IOC-16GE-SFP, SRX-IOC-16GE-TX, SRX-IOC-4XGE-XFP, SRX5K-SCB",11/01/2015,12/31/2022
"SRX5800-BNDL-A-DC, SRX5800-BNDL-B-DC, SRX5800-BNDL-C-DC, SRX5800-BNDL-X-DC, SRX5K-40GE-SFP-A, SRX5K-4XGE-XFP-A, SRX5K-FPC-BLANK, SRX5K-RE-13-20, SRX5K-RE-13-20-A, SRX5K-SCB-A, SRX5K-SPC-2-10-40",11/01/2015,05/01/2021
"SRX100H2, SRX210HE2-POE, SRX240H2, SRX240H2-DC, SRX240H2-POE, SRX650-BASE-SRE6-645AP, SRX650-BASE-SRE6-645DP, SRX-GP-16GE, SRX-GP-24GE, SRX-GP-24GE-POE, SRX-GP-2XE-SFPP-TX, SRX-GP-8SERIAL, SRX-MP-1ADSL2-B, SRX-MP-1SERIAL, SRX-MP-1T1E1, SRX-MP-1VDSL2-A, SRX-MP-8GSHDSL, SRX210HE2",11/01/2015,12/31/2022
"CTL-SRX240H2, CTL-SRX240H2-POE, SRX-100-BOX-SPARE, SRX-210-BOX-SPARE, SRX-650-BOX-SPARE, SRX-CBL-EIA449-DCE-2, SRX-CBL-EIA449-DTE-2, SRX-CBL-EIA530-DCE-2, SRX-CBL-EIA530-DTE-2, SRX-CBL-EIA530A-DCE-2, SRX-CBL-EIA530A-DTE-2, SRX-CBL-RJ45-2RJ11, SRX-CBL-RJ45-4RJ11, SRX-CBL-RS232-DCE-2, SRX-CBL-RS232-DTE-2, SRX-CBL-V35-DCE-2, SRX-CBL-V35-DTE-2, SRX-CBL-X21-DCE-2, SRX-CBL-X21-DTE-2, SRX100-DESK-STAND, SRX100-MEM-LIC-UPG, SRX100-PWR-30W-AU, SRX100-PWR-30W-CH, SRX100-PWR-30W-EUR, SRX100-PWR-30W-IT, SRX100-PWR-30W-JP-01, SRX100-PWR-30W-JP-02, SRX100-PWR-30W-JP-03, SRX100-PWR-30W-JP-04, SRX100-PWR-30W-JP-05, SRX100-PWR-30W-JP-06, SRX100-PWR-30W-KR, SRX100-PWR-30W-UK, SRX100-PWR-30W-US, SRX100-RMK, SRX100-WALL-KIT, SRX210-PWR-60W-AU, SRX210-PWR-60W-CH, SRX210-PWR-60W-EUR, SRX210-PWR-60W-IT, SRX210-PWR-60W-JP-01, SRX210-PWR-60W-JP-02, SRX210-PWR-60W-JP-03, SRX210-PWR-60W-JP-04, SRX210-PWR-60W-JP-05, SRX210-PWR-60W-JP-06, SRX210-PWR-60W-KR, SRX210-PWR-60W-UK, SRX210-PWR2-150W-AU, SRX210-PWR2-150W-CH, SRX210-PWR2-150W-EUR, SRX210-PWR2-150W-IT, SRX210-PWR2-150W-JP-01, SRX210-PWR2-150W-JP-02, SRX210-PWR2-150W-JP-03, SRX210-PWR2-150W-JP-04, SRX210-PWR2-150W-JP-05, SRX210-PWR2-150W-JP-06, SRX210-PWR2-150W-KR, SRX210-PWR2-150W-UK, SRX220-PWR-200W-AU, SRX220-PWR-200W-CH, SRX220-PWR-200W-EUR, SRX220-PWR-200W-IT, SRX220-PWR-200W-JP-01, SRX220-PWR-200W-JP-02, SRX220-PWR-200W-JP-03, SRX220-PWR-200W-JP-04, SRX220-PWR-200W-JP-05, SRX220-PWR-200W-JP-06, SRX220-PWR-200W-KR, SRX220-PWR-200W-UK, SRX220-PWR-60W-AU, SRX220-PWR-60W-CH, SRX220-PWR-60W-EUR, SRX220-PWR-60W-IT, SRX220-PWR-60W-JP-01, SRX220-PWR-60W-JP-02, SRX220-PWR-60W-JP-03, SRX220-PWR-60W-JP-04, SRX220-PWR-60W-JP-05, SRX220-PWR-60W-JP-06, SRX220-PWR-60W-KR, SRX220-PWR-60W-UK, SRX650-BSSRE6645AP",11/01/2015,05/01/2021
"SRX100H-TAA, SRX210HE-TAA, SRX210HE-POE-TAA, SRX240H-TAA, SRX240H-POE-TAA",07/07/2015,11/30/2020
AX411,03/06/2015,08/31/2020
"CX111-3G-BRIDGE, CX111-MC200LE-VZ-BNDL, CX-MC200LE-VZ",02/27/2015,02/27/2018
"SRX5600BASE-AC, SRX5600BASE-DC, SRX5800BASE-AC, SRX5800BASE-DC, SRX3400BASE-DC, SRX3600BASE-DC",06/01/2014,N/A1
"SRX5600-FAN, SRX5800-FAN, SRX5600-PWR-AC, SRX5600-PWR-DC, SRX5800-PWR-AC, SRX5800-PWR-DC, SRX5800-FLTR, SRX3K-PWR-DC",06/01/2014,11/30/2019
"SRX100B, SRX100H,, SRX110H-VA, SRX110H-VB, SRX210BE, SRX210HE, SRX210HE-POE, SRX220H, SRX220H-POE, SRX240B, SRX240B2, SRX240H, SRX240H-POE, SRX240H-DC",12/10/2013,05/10/2019
"SRX-MP-1DOSIS3, SRX-MP-1ADSL2-A, ANT-EXPCD-3G-MAG-TS9",12/10/2013,05/10/2019
SRX-MP-1SFP,02/15/2012,08/31/2017
JX-SFP SKUs,11/15/2011,02/28/2017
"SRX210B, SRX210H, SRX210H-POE",11/15/2011,08/31/2017
EXPCD-3G-CDMA-V,11/15/2011,02/28/2014
EXPCD-3G-CDMA-S,11/15/2011,10/31/2013
"SRX210H-P-MGW, SRX220H-P-MGW, SRX240H-P-MGW, SRX-MP-VA04, SRX-MP-VA04, SRX-MP-VA22",01/24/2011,01/24/2011
"S-JSA-VMADD-ON-5, S-JSA-VMADD-ON-3, S-JSA-VMADD-ON-1, S-JSA-VM-5, S-JSA-VM-3, S-JSA-VM-1, S-JSA-SOFTWREHA-5, S-JSA-SOFTWREHA-3, S-JSA-SOFTWREHA-1, S-JSA-SOFTWREDR-5, S-JSA-SOFTWREDR-3, S-JSA-SOFTWREDR-1, S-JSA-SOFTWARE-5, S-JSA-SOFTWARE-3, S-JSA-SOFTWARE-1, S-JSA-RM5KRM-5, S-JSA-RM5KRM-3, S-JSA-RM5KRM-1, S-JSA-RM5K-5, S-JSA-RM5K-3, S-JSA-RM5K-1, S-JSA-RM50RM-5, S-JSA-RM50RM-3, S-JSA-RM50RM-1, S-JSA-RM50-5, S-JSA-RM50-3, S-JSA-RM50-1, S-JSA-RM500RM-5, S-JSA-RM500RM-3, S-JSA-RM500RM-1, S-JSA-RM500-5, S-JSA-RM500-3, S-JSA-RM500-1, S-JSA-RM250RM-5, S-JSA-RM250RM-3, S-JSA-RM250RM-1, S-JSA-RM250-5, S-JSA-RM250-3, S-JSA-RM250-1, S-JSA-RM2500RM-5, S-JSA-RM2500RM-3, S-JSA-RM2500RM-1, S-JSA-RM2500-5, S-JSA-RM2500-3, S-JSA-RM2500-1, S-JSA-RM1KRM-5, S-JSA-RM1KRM-3, S-JSA-RM1KRM-1, S-JSA-RM100RM-5, S-JSA-RM100RM-3, S-JSA-RM100RM-1, S-JSA-RM100-5, S-JSA-RM100-3, S-JSA-RM100-1, S-JSA-RM1000-5, S-JSA-RM1000-3, S-JSA-RM1000-1, S-JSA-NODE-5, S-JSA-NODE-3, S-JSA-NODE-1, S-JSA-LOGSOFTHA-5, S-JSA-LOGSOFTHA-3, S-JSA-LOGSOFTHA-1, S-JSA-LOGSOFTDR-5, S-JSA-LOGSOFTDR-3, S-JSA-LOGSOFTDR-1, S-JSA-LOGSOFT-5, S-JSA-LOGSOFT-3, S-JSA-LOGSOFT-1, S-JSA-DSTOREDR-5, S-JSA-DSTOREDR-3, S-JSA-DSTOREDR-1, S-JSA-DSTORE-5, S-JSA-DSTORE-3, S-JSA-DSTORE-1, S-JSA-50KFLOWDR-5, S-JSA-50KFLOWDR-3, S-JSA-50KFLOWDR-1, S-JSA-50KFLOW-5, S-JSA-50KFLOW-3, S-JSA-50KFLOW-1, S-JSA-500EPSDR-5, S-JSA-500EPSDR-3, S-JSA-500EPSDR-1, S-JSA-500EPS-5, S-JSA-500EPS-3, S-JSA-500EPS-1, S-JSA-25KFLOWDR-5, S-JSA-25KFLOWDR-3, S-JSA-25KFLOWDR-1, S-JSA-25KFLOW-5, S-JSA-25KFLOW-3, S-JSA-25KFLOW-1, S-JSA-2500EPSDR-5, S-JSA-2500EPSDR-3, S-JSA-2500EPSDR-1, S-JSA-2500EPS-5, S-JSA-2500EPS-3, S-JSA-2500EPS-1, S-JSA-1KEPSDR-5, S-JSA-1KEPSDR-3, S-JSA-1KEPSDR-1, S-JSA-1KEPS-5, S-JSA-1KEPS-3, S-JSA-1KEPS-1, S-JSA-10KFLOWDR-5, S-JSA-10KFLOWDR-3, S-JSA-10KFLOWDR-1, S-JSA-10KFLOW-5, S-JSA-10KFLOW-3, S-JSA-10KFLOW-1, S-JSA-100KFLWDR-5, S-JSA-100KFLWDR-3, S-JSA-100KFLWDR-1, S-JSA-100KFLOW-5, S-JSA-100KFLOW-3, S-JSA-100KFLOW-1",08/15/2023,03/15/2029
"JSA7800-BSE, JSA7800-CHAS, JSA7800-HDD, JNP-1010W-DC-PS, JNP-920W-AC-PS",11/15/2022,11/15/2027
UNIV-250W-PS-AC,09/15/2021,10/30/2026
"JSA-ADD-DEV-1, JSA-ADD-DEV-10K, JSA-ADD-DEV-1K, JSA-ADD-DEV-50, JSA-ADD-DEV-500, JSA-ADD-DEV-5K, JSA-ADVM, JSA-DN, JSA-DNHA, JSA-RMAD100SRC, JSA-RMAD1KSRC, JSA-RMAD2500SRC, JSA-RMAD250SRC, JSA-RMAD500SRC, JSA-RMAD50SRC, JSA-RMAD5KSRC, JSA-VM, JSA-VMAD1024AST, JSA-VMAD16384AST, JSA-VMAD2048AST, JSA-VMAD256AST, JSA-VMAD32768AST, JSA-VMAD4096AST, JSA-VMAD8192AST, S-JSA-S-P-APPHOST, VJSA-ADVM, VJSA-DN, VJSA-DNHA, VJSA-VM",08/15/2021,N/A
"JSA-LMAIO, JSA-LMAIOHA, JSA-LMCON, JSA-LMCONHA, JSA-LMEC, JSA-LMEP, JSA-LMEPHA, JSA-TMAIO, JSA-TMAIOHA, JSA-TMCOMBO, JSA-LMEPHA, JSA-TMAIO, JSA-TMAIOHA, JSA-TMCOMBO, JSA-TMCOMBOHA, JSA-TMCON, JSA-TMCONHA, JSA-TMEC, JSA-TMEP, JSA-TMEPHA, JSA-TMFP, JSA-TMFPHA, VJSA-LMAIO, VJSA-LMAIOHA, VJSA-LMCON, VJSA-LMCONHA, VJSA-LMEC, VJSA-LMEP, VJSA-LMEPHA, VJSA-TMAIO, VJSA-TMAIOHA, VJSA-TMCON, VJSA-TMCONHA, VJSA-TMEC, VJSA-TMEP, VJSA-TMEPHA, VJSA-TMFP, VJSA-TMFPHA, JSA-AD100KFLO, JSA-AD100KFLODR, JSA-AD25KFLO, JSA-AD25KFLODR, JSA-AD50KFLO, JSA-AD50KFLODR, JSA-LMAD100EPS, JSA-LMAD100EPSDR, JSA-LMAD1500EPS, JSA-LMAD1500EPSDR, JSA-LMAD2500EPS, JSA-LMAD2500EPSDR, JSA-LMAD500EPS, JSA-LMAD500EPSDR, JSA-TMAD100EPS, JSA-TMAD100EPSDR, JSA-TMAD1500EPS, JSA-TMAD1500EPSDR, JSA-TMAD2500EPS, JSA-TMAD2500EPSDR, JSA-TMAD500EPS, JSA-TMAD500EPSDR",05/15/2021,06/30/2026
"JSA3800-AC-PS, JSA3800-DC-PS, UNIV-10GE-2SFPP-H, UNIV-750W-PS-AC, UNIV-750W-PS-DC, UNIV-AIRFILT-NEBS, UNIV-FAN-NEBS, UNIV-MR2U-B-FAN-G",11/30/2020,05/31/2025
JSA5800-DC-PS,11/30/2020,12/31/2025
"JSA5800-BSE, JATP700-AC-ALL, JSA5800-AC-PS, JSA3800-5800-HDD",10/30/2020,11/30/2025
"JSA-SECDIRLOG, JSA-SECDIRLOGDR, JSA-SECDIRLOGHA, VJSA-SECDIRLOG, VJSA-SECDIRLOGDR, VJSA-SECDIRLOGHAE",07/17/2020,TBA
"JSA3800-BSE, JSA7500-BSE",05/20/2020,05/31/2025
"UNIV-SFPP-DUAL-SR, UNIV-SFPP-DUAL-LR",08/20/2019,08/20/2024
UNIV-560W-PS-DC,08/16/2018,08/16/2023
"JSA3500-BSE, JSA5500-BSE, STRM-USB-REC",04/30/2015,10/30/2018
JSA1500-BSE,05/13/2014,12/31/2015
"STRM500-A-BSE, STRM2500-A-BSE, STRM5000-A-BSE",05/01/2010,10/29/2015
"JA-STRM2500-A2-BSE, JA-STRM5000-A2-BSE, JA-STRM500-A2-BSE, STRM5000-NEBS-A-BSE, UNIV-146-HDD, UNIV-500G-35-SATA-HDD, UNIV-500G-HDD, UNIV-AIR-FIL, UNIV-DC-PS-FIL, UNIV-HE-N-FAN, UNIV-HE2U-FAN, UNIV-HE2U-RAILKIT, UNIV-PS-700W-AC, UNIV-PS-710W-DC",03/01/2014,12/31/2015
CFP-100GBASE-SR10,07/29/2022,07/29/2027
"CBL-TXP-AOC-012M, CBL-TXP-AOC-015M",01/11/2018,01/31/2022
XFP-10G-E-OC192-IR2,12/21/2021,01/15/2027
"XFP-10G-Z-OC192-LR2, XFP-10G-CBAND-T50-ZR",07/15/2021,07/15/2023
